locu_id,foursquare_id
1dae3a8f02f730c3528d,4b694c01f964a520139e2be3
219c994dcc53f891ec26,506b6162e4b02bda7fc846ee
e06dd73a03f255a877de,4fcb5d2ee4b0928dc1d32f10
cf429074f6b45f0ad183,4c2d2315e116e21e1b1a8e60
be428df89cec53c29e96,43ed7e9ef964a5204e2f1fe3
5f315252d5a2c497aa54,4af73d00f964a520830722e3
a1b151935bf166cd41ae,4ff503ece4b054fba983af0e
e1d1499e736a8e2f4611,4bad33adf964a52096383be3
be6bac74a9d485892d9f,3fd66200f964a5206fe91ee3
5ee85b8720fe68b892cf,4aa5ae24f964a520254920e3
fc2674ad877664296cc7,4f32850319836c91c7dfc1be
2122d546f35897748101,50eede4ae4b04e0d0fd9dd44
22ff944ad55370c00c98,4af5d67bf964a52093fd21e3
e568dd1c6c56a06407e7,4a0fc2fbf964a52083761fe3
1d3a4b0b7c413c45b9b0,4e4cb697bd413c4cc66b8ec0
816cc9441f491d5c77dd,3fd66200f964a52057e51ee3
7afbbb5d419e24c1352c,4e1c771652b1c2b69f352f82
40804c0726835e705b24,4ed296320e61efa333ad8c6b
403d8b3abcf68a598b1b,4b70825df964a520e01e2de3
1e775603ae510e502067,4f32912719836c91c7e46106
9765f89b9f15df4eba8b,520961e311d2957a5d6f643c
6d9c0d4b1a6ffc903194,506755d4e4b05564fbaf3c44
ef776284a8196e0aed01,4d56fb0da747b60c62a62f2b
2b02c737979dd30050b3,4db38ff10437fa536a18a623
f1400fcb53b34082ba46,4f43516b19834bc91f55edd7
d89275263ffb1c01145d,40ede000f964a5203c0a1fe3
4704d5bb6bfb1b9a3bb2,4e4c4df0bd413c4cc6685d62
fd02bb3b23be2c34ddb9,5039761de4b0f3363ccf3449
0589ed2093a0f6663db6,4eb5fe456c2590eb885238c8
ddc8fff24bf02c7c91b2,4b0c8ce0f964a520243f23e3
46c478f6cfb8e9aa6288,4bb3e8d249bdc9b607480c10
32746c0baf918ca5af95,4f321e9419836c91c7b7e3ae
29c2699049b9aab452ec,3fd66200f964a520bce41ee3
214d487cd48b3575c0c7,4bf69897004ed13a65b342a0
612a0d8004ac94ad4abc,4b17e419f964a52051c923e3
e9f7d177a35de4a21421,5029935fe4b0be6a06a0383e
ad3c6ccbf68b1fc8ae90,4f32036f19833175d609b8ee
757acdddc305f3603853,4f946d98e4b04c0c9fd3358b
d8ec03cf818626ee599f,4bda320cc79cc928c4017ee9
d6630edfc2157fb39f44,4f9dcacde4b09fef549cbb5e
284b7ad91a8d7f62660c,51fc4c06498ea67cd3f75a8a
22019cba8af673fb06bb,4e4c3bc4bd413c4cc667d7c6
c170270283ef870d546b,51eb7eed498e401ec51196b6
8bb5f17f312b71829c10,423e0e80f964a52044201fe3
53626df4972129877165,4f4487ee19836ed00194b706
53ce47f44e852dfa7eb9,51177ad1e4b03dc119d32722
063c03b6ee49cbe61a30,5019b64ee4b0056e4fb3ebda
458a7b93f735964729ce,3fd66200f964a52090e31ee3
8730c7da1759ee4c099a,5134fe3a5d2462254ac005d7
03f3218143769b1b1ba2,50d0ff3be4b0faa0056674db
8c709f7fb50211f8099d,44c23335f964a520c0351fe3
963046dd60f8c6afc006,3fd66200f964a520a6e31ee3
496bd5b462f08383d880,3fd66200f964a5209eea1ee3
3eae1bd69dd33ee6e8b3,4b5203eff964a520756127e3
b0018e0e7deeac3a81e9,4a82e62cf964a52081f91fe3
271050fdefabf58c6527,51cccb22498ec9783252cb87
e58f6294a18aca11e5ae,4bf82d4e4a67c928beef24cf
00fd88e4808694fa1e89,4c37b5f6ae2da593a56affc5
8c8d4da92dff0657702d,4bad4975f964a5202e423be3
c3239d2bf8a6eaf2ba43,4c88341f94f5a093ce2ace1e
a108d1530c7b71ed68b2,4a6f8d47f964a5207ed61fe3
146ef869ece0c4c28400,4edfc845a17c9ecccf057c16
959303d62e27a41f3e5e,4cd453e4b97060fcdf48f07b
499046b20c7a266b8f7c,4f32406819836c91c7c52b7b
c23922cb87fbfcaa6637,4a85ffcdf964a520060020e3
1a00f12a411841bc00d9,4a4e8b79f964a520a7ae1fe3
1d2cfd018c467366d361,4b849516f964a520d33c31e3
c4bb3162177759f61bbf,5117a2fae4b0f8326f68a263
73b35f26fd6ce07c5882,4a7655b0f964a520dce21fe3
825acefd3e298274a150,4f9ab1dbd4f2465542bc673f
6cd2d3d0329a22c882e8,4c82d021dc018cfabe5bd36c
a33943b13a08ffd5aa9b,42699000f964a52047211fe3
68e7ae418b15c52be1bc,4e4e4a59bd4101d0d7a6f4ba
c1bfc1be43779d453a5f,51aa70b5498eb91d32bc1654
1a88be06258656dfdfc0,4da90dff6a2303012eec2c8a
c69337422f43b2ac953a,4b78903ef964a5200cd72ee3
97a3ff139e7b54c28df7,505c97d5e4b0b4bf4491483a
b8db2f78bf4def964a83,3fd66200f964a520aae61ee3
cfa895df13cf3a0d5a6f,4a3ac46cf964a52035a01fe3
6c751a25cacd29e562bf,4a5a7c30f964a5206aba1fe3
2d14b78399a4e163288c,4ee6366b77c8e89319c7e4b8
2ba120e7bd5e5b1b63a0,4ca5226d76d3a0933964f56a
5d621f7dba662c3bd64c,4f43ee7419836ed001914ac6
ed177dfdbd3a3dc9583f,4b70ae7ef964a5206d292de3
752b5761410a12ae2b43,4ab7fa70f964a520b17b20e3
37a7843c5e6013033e4e,49edce5cf964a520f8671fe3
6ac91f7f00e158eb25f8,4be08704854f9521f6992ba5
fcde8f5648cc762b1850,3fd66200f964a52051e81ee3
1f920022e1cc61b54923,49f35e1ef964a520946a1fe3
3136f16372cb4b701dc3,4b69efa9f964a52014bd2be3
66ef54d76ff989a91d52,51c9e1dd498e33ecd8670892
0fa2115af57264ad8b67,4c685945f984a59382c349f4
857a3a752d574c90d3f5,51476ad2c84cea9d0188385b
1d2d6c273e546b239681,4dd6be07e4cd37c8939a6ad5
85190e0545c064352980,4f32923a19836c91c7e4c8d8
0fdfcd65c3a34afbf20f,4bad4d20f964a520cf433be3
d792dfd523be8f21475d,4f171ef6e4b0d59e259aebe5
fcbb2c41bb5834922061,5067ea52e4b0da4f2026f19c
c6e529b125fbad0a11f9,4f32b83b19836c91c7f3073f
9a71caff1475dbe2605a,4f32495519836c91c7c8bea6
65523c954537a0f3e211,4ce94baab5c35941b8a4698f
f662465117c1bbc6d424,50bebc5ce4b0730abe6b83b8
49963c1597f012224cd3,4f5a3c1ce4b0f78045536f5f
011a8455ce814a367447,49f773aaf964a520a26c1fe3
d15bb161fd1182354c8b,4ad8ebc1f964a520001621e3
7d56970c4fef925adb30,3fd66200f964a520c6e91ee3
1223c14286efdcde038b,3fd66200f964a520e5e31ee3
0d90cb9f525b73e9318c,4f7b3fd9e4b0d7b576d81991
33d19eb757f4bf90bb36,4b8535caf964a520f45031e3
cda11aae6d28396e6aae,4cbd00e8bac93704f4c9fb7c
70e2d2b2d7f1786eae7c,4d0ee6eaba378cfad34e6e93
054b8b215891c54f41a8,4c59c8d1f346c9286c704dca
5c3a23b32f73b549cee8,4f32596a19836c91c7cf0289
d465adb772f54a8ddc33,4d8263a73e916dcb8edd80d2
127454f1d76cf168bf66,4eda91ce77c8274efd5fa208
4cdbfceebcc2b31e14b8,4e5ad329d22dfba6f486e1ee
c7b7ecedb9e565bd1f79,4f32727719836c91c7d8b431
c8f07c117b399b3509e2,44a14d7df964a520d0341fe3
8c6299fc577eb1fdebc3,4ba7ab15f964a520fda739e3
006b18ff3990337edc5b,4cc32fe042d1b60c1ea51513
1118ef421cd2528394ae,4d25f59dd2668cfa6a61c3db
d146eeeeb163ddf4e5d4,4f31c7b4e4b0f5735fec7625
8d7c7566acf3830b33fa,4c22389c13c00f473e1d87de
0a036f1cd6e767160197,4f32154f19836c91c7b413c8
2b679ed1bb56a8316ebe,4bdc4bfdfed22d7f649a57c9
2403ede95907d8dee7fd,4f43e7e419836ed001912cb5
4fc50abefae5311cc2b3,4c294e1597d00f472b4e41ea
9364bd750c7e533716ea,4f7b7d10e4b043bd2aba7bd1
1c8b3d9c1001f294ee1f,4e8263f49adf0a7b336506e6
ba42f6bed0a897adf0bf,3fd66200f964a52045ea1ee3
863826f43df4af60461e,51c3973f498eb28659aa5e86
ba7e4abf087bb31e949a,4b6e1650f964a5207ea92ce3
77cb2d237b610f970235,4af20d41f964a52080e521e3
2de29d2a0a9510460dc4,4ddf08fc813072807d471b58
4b844d0dc2f827359507,4f32954119836c91c7e5f522
b7b545a72951e32e8edf,50892fb4e4b01b583fcf1035
bb6dac44e81f06b17984,3fd66200f964a52073e81ee3
6db65d0f741de2bf9544,3fd66200f964a52036e61ee3
dbff155162a04485b8eb,50bf71f9e4b03b1879e6f733
c6aecf4e5bb7f999299c,3fd66200f964a52071e61ee3
f159b60d9c507d90305e,4a92f60df964a520521e20e3
cc9e8f40230c6ead2873,4a5382d2f964a5205cb21fe3
5ca7347bfd9bc8eefe53,518d6a6750193a77af54a719
5be7ca603ffa653eea64,4d39d3a4039eb60c288fe59c
67fcb64a872926330a28,5130f64de4b0772809f9c8ac
91a694299efb7c006573,4a704cebf964a52045d71fe3
1c8291106aaefc0771db,4b538edff964a52032a227e3
c571847808a4d0445e94,4f32bd1719836c91c7f52113
705fe1489025117686ff,4f328ea619836c91c7e3714a
32042e3814de1a484f2e,3fd66200f964a52093ea1ee3
3c5b258d8858f0c1e616,4f322df319836c91c7bdf96d
b9b121eaa2dc3dd570ef,4be7a8b1d837c9b6ed79a406
a09b48378e5618ac4d33,4fdea9dc2eedc6ea7374b31b
5539fe7435ba1f9046bb,4f321e1419836c91c7b7ad7b
2703d80fb4030bd96eec,44acde31f964a52013351fe3
fa61328a95113adea64a,4d0c1650f393224b2b5d14ee
cf54079242e1a9a2369b,4ee2a3a629c20563bc36999a
ef982262d75fb0cedfbb,5124dbd9e4b04323e5696f89
9ea3254360d0fe59177e,4dc597c57d8b14fb462ed076
0a28f2497518cc19f7e5,3fd66200f964a52092e31ee3
20d60ae1a8925e119f50,4b4b4d6af964a520ef9626e3
c130f9a82c61817ea462,4db483bc0437fa536a2da1fc
b4ee636eb4b4a1ba12d0,4acea30ff964a52084d120e3
6791f0170e0901a542be,4f32adf919836c91c7ef344a
b98c9870c77ce36d2d19,4ab254a7f964a520f16a20e3
c415077b9c5a519d607f,4bf94131b182c9b61399785a
4091ac4981ae9cad1e1e,4b54fcddf964a520bfd627e3
dce89e4493504597e50e,4a77196ff964a52093e31fe3
4e826201e1b329269388,5083ee68e4b0ca3a2b9dd2a6
212dffb393f745df801a,51e869ac498e7e485cabcdeb
37755df0fcdd7de21941,4dca7fde1f6e28126777d908
aa0d24e7f2292b74363c,4c4dbc2d0d90b71382c38f78
f7bb0b23ce99cddcd5c3,51abad92e4b0f65d68fc311d
3845db4ea9cdf588f3b3,4f322fef19836c91c7beb890
0ba6612cfe01cf09a21c,505cccd8e4b06ee0cba4a47d
ec8f959737685a52ed04,486954d9f964a520ef501fe3
ce2ea48953f2021c6d8c,4b63389ef964a520986b2ae3
cb3e7c4e08ad3517cbd0,4cac8183d971b1f79b0331e1
493f5e2798de851ec3b2,51f119e7498e9716f71f4413
8fe468fd0c20bdb93c3f,4fbe6828e4b09976861dca54
d505d216e5990cdd1500,50a2966fe4123a6ab3b9272d
7b0512c99f091ec1e7d0,4afb634af964a520951d22e3
edeba23f215dcc702220,51a11cbc498e4083823909f1
cb39e8db1d2ffa292289,4b7f3514f964a520201f30e3
07e5bb89b71033a92ead,50b2e6a8e4b07a713e001a02
7242c87a1fd0e13a3c70,4a685ee2f964a52061ca1fe3
d33e689592f1ae8fd289,4dc5a0e6887717c88028d7a9
d2a673bae5b9e0af0441,4e440fb7628485fd4c5b6b41
cc92bca1a1d561f94fca,4b213765f964a520663824e3
15448a049b68fbd1fdbb,4ad3f445f964a5200ee720e3
9c57895647b9e433227d,4d8b5d55f607a093f02e1287
22efa45b75eb9ce2e809,4d3b411f34ee37044203819b
92d896eda2e87ea0a4d6,4c37aa4118e72d7f9cf916f5
7e593ec3f6bb57e7b957,4ecc6b86f7908e99a1392495
8c8ee0cbd50146e49676,50ea27dee4b0a168ba2a97c4
5de2f84bda2bbd79a01f,3fd66200f964a520ece41ee3
19dcca7694e2afa4c81a,4cba161bbac93704c43de97c
2824c8d3aa45422bc171,4b857296f964a5208e5e31e3
0b3d4baf1282152bd007,511c5fd9e4b021215984b814
a979841913234312e0bb,4c3b5ab1d94dc9b628aeffe7
f1c17749ff3d39af1c8c,4366b000f964a52073291fe3
172076133eb13d6f8ca8,4e0e6550c65ba20da2206031
4fdd915f78e5f65c1739,49d7dbf5f964a5206c5d1fe3
0e098c76b0efe3c6df31,4d8279629130b60c838f0eb4
73c7a1ce97235bc61590,4f32917119836c91c7e47d34
0c31c9b7e2078507e40f,4b4cb1c8f964a5209bba26e3
5541264197be590e1ba5,4e5d5744d4c07641360c7f8b
36d476637c9205913760,4b4626c7f964a520431826e3
f72cdea0dc62e8180668,4a3d4791f964a5200ea21fe3
7bca236c51276681a594,4b79a468f964a520c5072fe3
a6805274e624fe152f8b,521bad3911d20bf2f22b29d8
96a5da90b9cdd16abd53,4dceb56ab0fb25f6e34a8652
c4ec8fa29a9bcb9105f9,44e9b421f964a520a5371fe3
6b928dccea745cf00d1a,4bf9a45b4a67c928ec3927cf
30dc1849e809842ddf9d,4ad0b65bf964a52048d920e3
25485cb3241580f995ff,4dee9f25fa761efc37a0d1a4
f285733843e78bbb6a14,4e4cd25abd413c4cc66c6efe
9a80ec5b6db5d5ed3e31,4d8254a57989530c3e0f9df8
af9917617e33c3305471,4b2ef4dbf964a520b5e824e3
f842424058c476f64b8a,3fd66200f964a52042e31ee3
c90fc78a4d719bdca634,510d5cfce4b0b559314c6188
514f66e287637c83c413,4f32b24219836c91c7f0c52a
6d177ce7b2dc66937d35,3fd66200f964a520c7e71ee3
add715c06e26e2376757,4bed6f823372c92858991114
90f1a7cc0e6bf8e13393,40f47780f964a5209b0a1fe3
182e0a1825b7bb7869ff,4bedb6b1767dc9b6045cd3e9
b1ed548ad754e2ff74b5,4f32a49119836c91c7ebaf96
2ee7daea7123d316af41,4ea73e7cb8034ce4bcc4b8d9
68f314d59fe3bae2bf28,4f32349819836c91c7c08b2e
65657db259aabfb38114,3fd66200f964a5206fe41ee3
ca8cb431b88c79cd8e18,4b292040f964a520459924e3
5e052fa25f71dc1927b0,4a91cdccf964a520e01b20e3
2d9dcddbd14969676276,4f77ca6ce4b0f52db976fa18
398f1bb102f6d86720c8,4de43d0345dd180ae5719eb9
270713ebe9c60e589b78,51b7c745498ecd5bb6262581
c404f617ea60d556830f,4c521b3b048b1b8d7fd10230
a7e281eb14e6bee3b9c3,4b2137b7f964a5206e3824e3
6cd1cff657b713808dcc,4e4ce44fbd413c4cc66d010d
c7c0f9f074d700f8ee0f,50eb0e3ce4b0d6d8c387a27d
34fd7260f2db2c20a243,4a90dbbef964a520a11920e3
2ba809ed64609193a1e6,4f4cefcbe4b088c4ada2896c
74c7fe253b69beb1b7d7,4af761edf964a520e90822e3
2eae0e6db285b9ec19ff,4f4d2593e4b00b42c3f1060f
e863ac06811e469bde9b,4a7b1eaaf964a52012ea1fe3
4273d79e2d1d8b7e35f8,49ea2d8ff964a52030661fe3
a295158fab11e617203d,4f11dca2e4b0d3f8a5e661ca
5215338e223d0944ab53,3fd66200f964a520e5e91ee3
76d0aa9cb52d219e0a7e,4f32475e19836c91c7c7f95b
c99ae35e728614b59af0,4b7c6881f964a52084912fe3
db23fce9a08af397c748,4d6b8ebe56cc6a3175a95eac
e2244d9f3532bc31d277,50ad2932e4b0c7ff4f442639
9e9f0a4a3e10bdc5a3dc,4b120132f964a520198823e3
6f955094c82656d2bae3,42dc4280f964a5203c261fe3
10c305af216c07f348e5,4f32822f19836c91c7deab31
7b98d5d41cc3c71f0160,4a58d0acf964a520f6b71fe3
ebed8f08c1a3ac96fc35,4d26669debacb1f70cf7dd4f
3a98dff9e23751fa7d62,4b44a1cbf964a52031f825e3
7b012a84d02db299fb06,50cc015fe4b0956d2ddc7539
7ef0b93f68519c881f5f,4ad914d4f964a520ec1721e3
7b5df6b7891abfab34a3,508bdacbe4b0f6951defb28d
bf974619052b6d78f953,4acccc27f964a52095c920e3
d9ea3392cd403454ef56,4f3251b819836c91c7cc084b
c9efa98e92ea698643ea,4a4c0f4ef964a52004ad1fe3
b044778e2e5c9dd74c31,4b41060df964a52098bf25e3
83660f07c2671900ccc6,4f322a3c19836c91c7bc90fe
1f11c3331ceb799b16ef,4ada0a62f964a520a91d21e3
75cfe2bd7b83d1fb6c59,49c406a8f964a5208d561fe3
6fc2b1c0e2f00f1a38fb,4c1436d57f7f2d7f8f95e068
70aacae4fb64dec99e34,4b93503af964a520a43f34e3
c67dbd7a182091fcf26d,4f32396219836c91c7c264ff
5fa701ee3e112693bcbe,4f32a94b19836c91c7ed75de
30ed9c99e5054e0fdd14,4e2e07e01838f1c552b6b752
00a1b90eb9657b4cb259,4e0691f9c65b5bf2778af01a
94dde2f8b77474227fd6,4e6bb22d483bf2d9e6c34aed
20d3e1003eddd55a7600,51f94587498e240e6f3877e6
bb19fa24ef5f523a89f4,43ed614ef964a5204d2f1fe3
9cffab29386ab3abb814,4f32811519836c91c7de3fef
86ea4fd41e60bdda40be,4ecc4366b8f7cc0320e7b9c1
3943a77afed683eba246,4acf77adf964a520e1d320e3
0c5d6be79a2b96456b61,4e93a37b29c2e7c7fe50817d
e9fa839672fa2bdac25e,4e1a1f3ed1648b834842ba9f
06eeae03217cef69eeb5,4b040041f964a520d45022e3
5645917310097d57fbbf,4ad103f8f964a520f4db20e3
857294066d70cf4edafd,4ac23730f964a5203a9820e3
3ce5c112b5b9c6130586,4a7856dcf964a5206ce51fe3
5f3fd107090d0ddc658b,51ce011a498ed8dfb15381bb
e3f9d84c0c989f2e7928,51e25e57498e535de72f03e7
9feb6a51c015c8da5206,4b998a8ff964a520098235e3
1b0b6786ac6dc11b770e,4fd3d92ee4b02bec72d5f140
6615552a2319a0c73be3,4f7334ef0cd6952d30830e32
ce08653793ec9e3bb36c,4cc6d9f39e0dbfb7262d729a
bacd13008b97d7f171bd,4ba261cbf964a52050f337e3
3a3adf2534e05d8fcca2,3fd66200f964a5202ceb1ee3
57f4c0f2e705ba20d17a,4e6bec791850d2c68ce190ce
a2d4b0cc84c7c2a88ea5,4e28aec862e17c3301a0d415
98bf08ab9d506d862789,4e4e4909bd4101d0d7a6d85a
dff29a6e2f289a170f41,50e98e4be4b0a6e2890fc928
b61d490bb396f3c81ebe,4edfa9edd5fbc1bbdd9b43c8
c4776eec313861c66aa0,4b6b1845f964a52073f22be3
2c3b79947fd842faa64d,4c2f91dd16adc92880ccbd9c
7be1695341407860a379,4e4cb690bd413c4cc66b8e8a
489829dc4af9326535e7,4f45122d19836ed001987210
23582b3c9e5d269a9ce4,4b9886b7f964a520d54535e3
5b561d72370d35347e3c,3fd66200f964a520d4e41ee3
c452b7554c490e109e55,43601880f964a52025291fe3
59111eeb60369e419e83,50f5fc0de4b0698e4aedc594
256f5295cf8414ba0809,4c140c40a9c220a143ed569d
a7687c8b8d59e857e6cb,4c17d49650389c749264b3cf
35a7d62afeb911914f8a,5010b169e4b05edd9983ec7d
817d5c7c70f675945e92,4f32381919836c91c7c1e081
bedd46e28135b60cb2e9,3fd66200f964a52008e91ee3
29cc2329ed7e31224f5b,49df75e4f964a520c8601fe3
ed3932572cd4a0cc11e8,49f15227f964a520a5691fe3
708e0b1a77a886d85497,49b811a1f964a52035531fe3
f3939e2677c7b939ca50,4e20edcb1495f18f0349b029
4faee22788686f7cd8f6,4ebb43067ee5cb25a56a329d
5d3796c3a56f2c5fd95f,4f321aa919836c91c7b64363
6d29360c8d42b10652af,4905cb1af964a5205e521fe3
e32c87e66ea3fa035ac2,4be2f79bd27a20a111d7905b
b76e288ac0079fe772b9,4ce46872d678a1cd6fc5a90c
d34407500c7d02b4fcd3,4f321f2419836c91c7b820df
7dddf30bf48d0de0121e,45692b08f964a520df3d1fe3
5f7610c17de2faa80011,43ece77ff964a520482f1fe3
366a2082942d3127f23d,4f32191f19836c91c7b5a2fd
52d9f396a80b7df3be72,5165b8c2e4b07a7ad83917be
d14a7480d6e5cc92aaac,4e4078922271a89dd083d07e
215553c52c402751ade7,4b3ceccaf964a520b08925e3
48fdc0ab11d8a03bd524,4f3296ed19836c91c7e69242
47df52eb6560e66d8d88,4f2eb31c4fc63140dad78cef
70f97b0ce676d041ab5c,49ff7bcef964a5202a701fe3
fb279d3ea5662a0f1255,4f32b30019836c91c7f10d43
7c5a626ad1e8591b2b08,4aa94375f964a520be5220e3
8e28b33e41086982d658,44dc96e4f964a520b0361fe3
71166fb8c63d67ce7035,4ab97430f964a520727f20e3
a7b5a3e45020e7d2c451,4a95b175f964a5202a2420e3
a0147ebbb5ec47d10241,4b4247f6f964a520a5d025e3
65142d15b465adc226c6,4afdafa4f964a520d42922e3
0549adc9c4d1794a2c3b,4f3260e119836c91c7d1efb7
be7a70c5c91599a2681f,512ec333e4b03eadd3ca9511
b9141056d2e67aa86c10,4e4c36afbd41b9fca4317a0d
80afa95c01dae3ba5434,506fc5f6e4b0184b5ae01a83
a4846eb16e229397657b,4c524d4594790f4732b274a2
d3b999c16ca6bf161a93,4b848f2ef964a520ae3b31e3
5534fe866e17d28e0547,4b8a1c34f964a5205d6032e3
851e39b9058a0ff8c07c,509d636d5d2463e871548042
42471f1069230e9db9e6,4e7d451b722ed66f07b4850d
b483c215eb6ef7461d1f,4bea99606295c9b6fc8e8608
c9da7732e5f94f87b322,4f46f43ee4b0426db937859f
881383e565b5131b43fc,51c756c6498e7b8d56fa85ae
e450cd9a44301f598fc3,520a0e2a11d2957a61bd111f
04263db1f752e5a73b4d,4f6f85a2e4b0541c6356520a
6384bd1ea9fd6604e7d7,4c3f6b713735be9a795b15a4
d13d1f7949747dcf68ff,4b983573f964a520523435e3
54cd76f7c1cb52c65989,4cae04db8b57a1cd32f89c75
de81bb98415b4d4ba2bc,506e4374e4b0719dc8d08e1c
7f9925a07041b6aafe29,4f322d3619836c91c7bdb31c
f41a0a1b4ed436983efd,49d10756f964a520535b1fe3
a4253bcd41f42380cc73,4a53cdc5f964a520bfb21fe3
9c17809b4cc91216878b,4e343ba652b11c74622b6643
501e881785633247e7e3,51d4fdea498eef3555473a4d
